Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,
0,nectarine,66,0.5,0.066,0.1,0.2,15.8,11.8,1.6,2.6,0,0,131.4,0,0,0.026,0.037,0,0.032,1.7,0.3,0.007,8.1,0,1.2,0.081,9,0.1,0.4,13.5,0.002,39,301.5,0,20.735,
1,kiwifruit gold,51,0.2,0.008,0.099,0.051,12.8,10,0.8,1.1,0,0.046,66.8,0.091,0,0.051,0.058,0.07,0.2,0.4,0.067,130.7,0,1.1,0.074,13.8,0.1,0.2,9.7,0.072,20.3,255.2,0.003,0.077,159.686,
2,prickly pear raw,8,0.072,0,0,0,1.9,0.2,0.001,1,0,0.065,17,0,0.058,0,0,0.038,0.04,0,0.078,2.1,0,0,0.018,34.2,0.051,0.021,13.1,0.1,2.1,24.7,0.023,0.073,39.263,
3,pineapple,45,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0,0.099,77.4,0,0,0.085,0.033,0,0.014,0.5,0.2,0.1,43,0,0.078,0.061,11.7,0.091,0.3,10.8,0.8,7.2,98.1,0.061,13.97,
4,rowan,253,4.6,0.6,0,0,54.5,32.1,5.2,14.1,0,0.083,162.8,0,0,0,0,0,0,0,0,58.8,0,0,0,34.2,2.4,5,73,0.4,118.6,298.7,0,1,176.4,
5,muscadine grapes,3,0.056,0,0,0,0.8,0,0.014,0.2,0,0.024,5.1,0,0,0.046,0,0,0,0,0,0,0,0,0,2.2,0.023,0.014,0.8,0.1,1.4,12.2,0,0.027,3.38,
6,heidelbeeren jutro,17,0.2,0.039,2.5,2.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,
7,prunes stewed,316,0.7,0.085,0.5,0.1,83.2,0,3.4,0,0,0.039,190.4,0,0.1,0,0,0.011,2.8,0.3,0.5,0,0,0,0,67.2,0.6,3.3,58.8,0.3,103.6,988.4,0,0.7,157.8,
8,tangerine,40,0.2,0.07,0.097,0.05,10.1,8,0.6,1.4,0,0.056,64.7,0,0.068,0.05,0,0.024,0.3,0.2,0.096,20.3,0,0.2,0,28.1,0.001,0.1,9.1,0.057,15.2,126.2,0.008,0.078,60.8,
9,prunes,237,0.5,0.057,0.3,0.1,62.3,0,2.6,0,0,0.076,2.8,0,0.093,0.042,0,0.1,2.1,0.3,0.5,0,0,0,0,50.4,0.4,2.5,44.8,0.2,78.4,740.6,0,0.5,118.3,
10,lemon peel,1,0.002,0.057,0.024,0.095,0.3,0.054,0.032,0.2,0,0.028,1.6,0,0.007,0.025,0,0.018,0.046,0.055,0.011,2.6,0,0.061,0,2.7,0.015,0.032,0.3,0,0.2,3.2,0.048,0.036,5.934,
11,banana,134,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0,0.055,112.4,0,0,0.085,0.045,0,0.1,1,0.5,0.6,13.1,0,0.2,0.035,7.5,0.1,0.4,40.5,0.4,33,537,0.049,41.084,
12,raspberries,5,0.034,0.005,0.063,0.098,1.2,0.4,0.1,0.7,0,0.054,8.6,0,0,0.067,0.064,0,0.074,0.097,0.087,0.068,2.6,0,0.025,0.031,2.5,0.034,0.015,2.2,0.017,2.9,15.1,0.028,2.207,
13,apricot,17,0.1,0.03,0.099,0.028,3.9,3.2,0.5,0.7,0,0.02,30.2,0,0,0.017,0.038,0,0.012,0.2,0.09,0.026,3.5,0,0.3,0.039,4.6,0.012,0.1,3.5,0.056,8.1,90.7,0.031,5.334,
14,strawberry guava,4,0.008,0.039,0.004,0.041,1,0,0.01,0.3,0,0.059,4.8,0,0,0,0,0.062,0.064,0,0,2.2,0,0,0,1.3,0,0.071,1,0,1.6,17.5,0,0,4.931,
15,kiwifruit green,42,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0,0.096,57.3,0,0,0.067,0.089,0,0.066,0.2,0.1,0.086,64,0,1,0.091,23.5,0.002,0.2,11.7,0.064,23.5,215.3,0.034,13.588,
16,figs,37,0.2,0.068,0.008,0.078,9.6,8.1,0.4,1.5,0,0.049,39.6,0,0.043,0.046,0,0.03,0.2,0.2,0.083,1,0,0.001,0.027,17.5,0.079,0.2,8.5,0.024,7,116,0.083,0.06,30.4,
17,clementine,35,0.1,0,0,0,8.9,6.8,0.6,1.3,0,0.044,64.1,0,0,0.052,0.063,0,0.06,0.5,0.1,0.018,36.1,0,0.1,0,22.2,0.093,0.1,7.4,0.035,15.5,131,0,10.954,
18,orange,86,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0,0,159.6,0,0,0.2,0.08,0,0.089,0.5,0.5,0.1,97.9,0,0.3,0,73.6,0.094,0.2,18.4,0.057,25.8,333,0.035,28.073,
19,bartlett pear,112,0.3,0,0,0,26.6,17.2,0.7,5.5,0,0.047,148.9,0,0.051,0.023,0,0.018,0.3,0.04,0.01,7.8,0,0.2,0.028,15.9,0.1,0.3,10.6,0.091,19.5,178.8,0.044,0.1,57.1,
20,red white currants,63,0.2,0.043,0.091,0.089,15.5,8.3,1.6,4.8,0,0.056,94,0,0.03,0.016,0,0.059,0.1,0.06,0.062,45.9,0,0.1,0.093,37,0.1,1.1,14.6,0.2,49.3,308,0.079,0.3,106.1,
21,blueberries,84,0.5,0.047,0.043,0.2,21.4,14.7,1.1,3.6,0,0.015,124.6,0,0,0.086,0.074,0,0.016,0.6,0.2,0.058,14.4,0,0.8,0.041,8.9,0.063,0.4,8.9,0.5,17.8,114,0.027,26.767,
22,mulberries,6,0.049,0.004,0.016,0.065,1.5,1.2,0.2,0.3,0,0.021,13.2,0,0,0.005,0.092,0,0.075,0.013,0,0.025,5.5,0,0.1,0.074,5.9,0.041,0.3,2.7,0,5.7,29.1,0.083,2.163,
23,java plum,2,0.029,0,0,0,0.5,0,0.034,0,0,0.063,2.5,0,0.051,0,0,0.058,0.042,0,0.075,0.4,0,0,0,0.6,0,0.054,0.5,0,0.5,2.4,0,0,1.624,
24,prune puree,46,0.02,0.038,0,0,11.7,7,0.4,0.6,0,0.036,5.4,0,0,0.053,0,0,0,0.5,0.057,0,0.8,0,0,0,5.6,0,0.5,0,0,13,153.4,0,12.709,
25,applesauce,102,0.2,0.028,0.036,0.09,27.5,22.9,0.4,2.7,0,0.031,215.3,0,0,0.07,0.029,0,0.085,0.2,0.1,0.08,2.4,0,0.4,0.043,9.8,0.014,0.6,7.3,0.074,12.2,180.6,0.007,30.923,
26,blackberries raw,62,0.7,0.076,0.03,0.4,13.8,7,2,7.6,0,0.05,126.9,0,0.03,0.045,0,0.054,0.9,0.4,0.037,30.2,0,1.7,0.082,41.8,0.2,0.9,28.8,0.9,31.7,233.3,0.008,0.8,97,
27,plum,30,0.2,0.062,0.003,0.022,7.5,6.5,0.5,0.9,0,0,57.6,0,0,0.077,0.036,0,0.021,0.3,0.033,0.038,6.3,0,0.2,0.047,4,0.056,0.1,4.6,0.016,10.6,103.6,0,9.21,
28,american grapes,2,0.087,0.029,0.082,0.074,0.4,0.4,0.035,0.09,0,0.056,2,0,0.06,0.049,0,0.025,0.045,0.05,0.061,0.032,0,0.027,0.052,0.3,0.094,0.099,0.1,0.1,0.2,4.6,0.03,0.091,0.93,
29,peach,59,0.4,0.034,0.1,0.1,14.3,12.6,1.4,2.3,0,0,133.3,0,0,0.035,0.004,0,0.06,1.2,0.2,0.075,9.9,0,1.1,0.042,9,0.1,0.4,13.5,0.03,30,285,0.069,18.643,
30,honeydew melon,64,0.2,0.055,0.049,0.1,16.1,14.4,1,1.4,0,0.062,159,0,0.092,0.052,0,0.066,0.7,0.3,0.2,31.9,0,0.043,0.083,10.6,0.007,0.3,17.7,0.003,19.5,403.6,0.099,0.2,61.5,
31,yellow plantain fried,399,12.7,3.1,3.9,3.8,68.9,36.8,2.4,5.4,0,0.079,82.9,0,0.1,0,0,0.061,1.4,1,0.5,0,0,1.9,0.05,10.1,0.2,1,76.1,0.5,72.7,856.8,0.077,0.4,100.5,
32,rose hips,206,0.4,0,0,0,48.5,3.3,2,30.6,0,0.035,74.5,0,0.048,0.085,0,0.2,1.7,1,0.078,541,0,7.4,0.05,214.6,0.1,1.3,87.6,1.3,77.5,544.8,0,0.3,838.4,
33,lemons,17,0.2,0.063,0.046,0.031,5.4,1.5,0.6,1.6,0,0.045,51.6,0,0.085,0.023,0,0.066,0.056,0.1,0.085,30.7,0,0.075,0,15.1,0.09,0.3,4.6,0.036,9.3,80,0.044,0.065,53.9,
34,lime,20,0.1,0.087,0.002,0.095,7.1,1.1,0.5,1.9,0,0.082,59.1,0,0.067,0.07,0,0.034,0.1,0.1,0.055,19.5,0,0.1,0.085,22.1,0.052,0.4,4,0.013,12.1,68.3,0.076,0.011,51.6,
35,pomegranate,117,1.6,0.2,0.1,0.1,26.4,19.3,2.4,5.6,0,0.042,109.9,0,0,0.008,0.059,0,0.004,0.4,0.5,0.1,14.4,0,0.8,0.066,14.1,0.2,0.4,16.9,0.2,50.8,332.8,0.09,36.33,
36,gooseberries,66,0.9,0.001,0.06,0.5,15.3,0,1.3,6.5,0,0.074,131.8,0,0,0.068,0.084,0,0.007,0.5,0.4,0.1,41.6,0,0.6,0,37.5,0.1,0.5,15,0.2,40.5,297,0.097,24.2,
37,asian pear,51,0.3,0.009,0.091,0.091,13,8.6,0.6,4.4,0,0,107.7,0,0.1,0.071,0,0.073,0.3,0.05,0.079,4.6,0,0.1,0.059,4.9,0.067,0,9.8,0.01,13.4,147.6,0.015,0.041,27.8,
38,abiyuch,157,0.2,0.065,0,0,40.1,19.5,3.4,12.1,0,0.093,182.2,0,0,0,0,0,0,0,0,123.3,0,0,0,18.2,0.1,3.7,54.7,0.4,107.2,693.1,0,0.7,201,
39,horned melon kiwano,92,2.6,0,0,0,15.8,0,3.7,0,0,0.095,185.9,0,0.042,0.04,0,0.016,1.2,0.4,0.1,11.1,0,0,0,27.2,0.043,2.4,83.6,0.043,77.3,257.1,0,1,62.8,
40,fruit walnut salad mcdonalds,312,13.3,1.8,2.1,8.5,43.8,32.9,4.8,0,5.3,0.017,200.5,0,0.1,0.061,0.041,0.1,0.3,0.4,0.3,383.6,0,0,0,171.6,0.3,0.9,34.3,0,129.4,0,0,0.7,618,
41,grapefruit,53,0.2,0.092,0.048,0.006,13.3,8.6,1,2,0,0,110.1,0,0,0.051,0.01,0,0.032,0.3,0.3,0.027,39,0,0.2,0,27.5,0.087,0.1,11.3,0.067,22.5,168.8,0.032,16.592,
42,japanese persimmon,118,0.3,0.089,0.077,0.086,31.2,21.1,1,6,0,0.067,134.9,0,0,0.063,0.018,0,0.027,0.2,0,0.2,12.6,0,1.2,0.066,13.4,0.2,0.3,15.1,0.6,28.6,270.5,0.024,38.927,
43,wild raspberries,81,0.4,0,0,0,18,7.2,1.5,9.8,0,0.09,109.8,0,0.091,0.023,0,0.1,1.3,0.4,0.1,34.3,0,0.7,0.071,46.8,0.1,0.8,33.8,0.5,53.3,227.5,0,0.6,111.6,
44,pink lady apple,18,0.1,0,0,0,3.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,
45,maraschino cherries,8,0.083,0.06,0.015,0.033,2.1,1.9,0.06,0.2,0,0.072,2.9,0,0,0,0,0,0.06,0.088,0.017,0,0,0.069,0.068,2.7,0.089,0.091,0.2,0.063,0.2,1.1,0.018,0.031,5.19,
46,black currants,71,0.5,0.019,0.081,0.2,17.2,0,1.6,0,0,0.075,91.8,0,0.01,0,0,0.096,0.3,0.4,0.016,202.7,0,1.1,0,61.6,0.015,1.7,26.9,0.3,66.1,360.6,0,0.3,285.3,
47,plantain cooked,179,0.3,0.1,0.02,0.052,48,21.6,1.2,3.5,0,0.079,103.6,0,0.064,0.005,0,0.036,1.2,0.4,0.4,16.8,0,0.2,0.024,3.1,0.1,0.9,49.3,0,43.1,716.1,0.087,0.2,73.8,
48,crab apple,84,0.3,0.064,0.022,0.018,21.9,0,0.4,0,0,0.03,86.8,0,0.055,0,0,0.077,0.1,0,0,8.8,0,0,0,19.8,0.069,0.4,7.7,0.1,16.5,213.4,0,0,51.6,
49,pom potes materne,19,0.2,0.2,4.8,3.8,0.2,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,
50,apple,95,0.3,0.043,0.002,0.094,25.1,18.9,0.5,4.4,0,0.062,155.7,0,0,0.094,0.03,0,0.084,0.2,0.1,0.03,8.4,0,0.3,0.044,10.9,0.086,0.2,9.1,0.01,20,194.7,0,30.438,
51,cantaloupe melon,60,0.3,0.071,0.079,0.1,14.4,13.9,1.5,1.6,0,0.087,159.6,0,0,0.051,0.013,0,0.098,1.3,0.2,0.1,65,0,0.015,0.028,15.9,0.018,0.4,21.2,0.064,26.6,472.6,0.082,17.939,
52,prickly pear cooked,7,0.043,0,0,0,1.6,0,0.091,0,0,0,5.7,0,0.035,0,0,0.027,0.095,0,0.093,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.226,
53,guava,37,0.5,0.1,0.054,0.2,7.9,4.9,1.4,3,0,0.056,44.4,0,0,0.052,0.007,0,0.049,0.6,0.2,0.069,125.6,0,0.4,0.019,9.9,0.1,0.1,12.1,0.02,22,229.4,0.078,12.956,
54,strawberries,4,0.069,0.057,0.06,0.036,0.9,0.6,0.01,0.2,0,0.068,10.9,0,0.063,0.012,0,0.026,0.052,0.097,0.092,7.1,0,0.079,0.062,1.9,0.089,0.04,1.6,0.083,2.9,18.4,0.027,0.091,10.261,
55,japanese persimmon dried,93,0.2,0,0,0,25,0,0.5,4.9,0,0.002,7.8,0,0,0,0,0.053,0.019,0,0,0,0,0,0,8.5,0.2,0.3,10.5,0.5,27.5,272.7,0,0.1,39.4,
56,watermelon,86,0.4,0.026,0.1,0.1,21.6,17.7,1.7,1.1,0,0.043,261.5,0,0,0.089,0.07,0,0.037,0.5,0.6,0.1,23.2,0,0.1,0.016,20,0.1,0.7,28.6,0.1,31.5,320.3,0.089,25.025,
57,elderberries,106,0.7,0.005,0.1,0.4,26.7,0,1,10.2,0,0.042,115.7,0,0.1,0.041,0,0.061,0.7,0.2,0.3,52.2,0,0,0,55.1,0.047,2.3,7.3,0,56.6,406,0.097,0.2,148.2,
58,kumquat,13,0.2,0.063,0.037,0.042,3,1.8,0.4,1.2,0,0.018,15.4,0,0,0.042,0.087,0,0.078,0.046,0.077,0.013,8.3,0,0.02,0,11.8,0.092,0.2,3.8,0.052,3.6,35.3,0,4.882,
59,orange peel,6,0.017,0.046,0.073,0.07,1.5,0,0.093,0.6,0,0.023,4.4,0,0.063,0.003,0,0.019,0.018,0.03,0.075,8.2,0,0.039,0,9.7,0.095,0.097,1.3,0,1.3,12.7,0.048,0.012,20.111,
60,pokeberry shoots cooked,33,0.7,0,0,0,5.1,2.6,3.8,2.5,0,0.4,153.3,0,0.1,0.005,0,0.4,1.8,0.074,0.2,135.3,0,1.4,0.2,87.5,0.2,2,23.1,0.6,54.5,303.6,0.02,0.3,236.9,
61,breadfruit,227,0.5,0.1,0.05,0.1,59.7,24.2,2.4,10.8,0,0.057,155.4,0,0,0.2,0.07,0,0.031,2,1,0.2,63.8,0,0.2,0.045,37.4,0.2,1.2,55,0.1,66,1078,0.008,73.872,
62,pear,101,0.2,0.019,0.1,0.2,27.1,17.4,0.6,5.5,0,0.07,149.4,0,0.063,0.005,0,0.072,0.3,0.035,0.079,7.7,0,0.2,0.022,16,0.1,0.3,12.5,0.082,21.4,206.5,0.051,0.2,57.4,
63,sour cherries,52,0.3,0.069,0.023,0.09,12.5,8.7,1,1.6,0,0.071,88.7,0,0,0.025,0.026,0,0.079,0.4,0.1,0.053,10.3,0,0.012,0.02,16.5,0.1,0.3,9.3,0.1,15.5,178.2,0,15.607,
64,plantain raw,218,0.6,0.3,0.002,0.1,57.1,31.3,2.3,3,0,0.082,116.7,0.1,0.1,0.002,0,0.1,1.2,0.5,0.4,32.9,0,0.3,0.01,5.4,0.1,1,64.4,0,57.3,871.7,0.068,0.3,102.4,
65,blackberries frozen,97,0.6,0.017,0.006,0.4,23.7,16.1,1.8,7.6,0,0.007,124.1,0,0.07,0.001,0,0.068,1.8,0.2,0,4.7,0,1.8,0.1,43.8,0.2,1.2,33.2,1.8,45.3,211.4,0.027,0.4,83.4,
66,cherries,5,0.056,0.053,0.093,0.047,1.3,1,0.068,0.2,0,0,6.6,0,0,0.071,0.063,0,0.011,0.052,0.083,0.079,0.6,0,0.005,0.053,1,0.026,0.015,0.9,0.004,1.7,17.8,0,1.715,
67,plantain fried,16,0.6,0.2,0.2,0.1,2.6,0.2,0.023,0.2,0,0.065,1.9,0,0.084,0.059,0,0.099,0.025,0.081,0.023,0.2,0,0,0,0.2,0.028,0.039,3.1,0.096,2.3,25.5,0,0.044,3.85,
68,carambola starfruit,26,0.3,0.077,0.01,0.2,5.7,3.4,0.9,2.4,0,0.047,77.7,0,0,0.044,0.021,0,0.049,0.3,0.3,0.039,29.2,0,0.1,0,2.6,0.1,0.056,8.5,0.034,10.2,113.1,0.045,9.403,
69,chayote cooked,35,0.8,0.1,0,0,7.2,0,1,4.5,0,0.4,149.5,0,0.04,0.026,0,0.03,0.7,0.7,0.2,12.8,0,0,0,20.8,0.2,0.4,19.2,0.3,46.4,276.8,0.063,0.5,47.5,
70,apple dippers mcdonalds,33,0,0,0,0,8.2,6.3,0,0,0,0,59.5,0.088,0,0,0,0,0,0,0,188.4,0,0.001,0,42.2,0,0.021,0,0,0,0,0,0,238.864,
71,white grapefruit,78,0.2,0.072,0.036,0.032,19.8,17.3,1.6,2.6,0,0,213.5,0,0.031,0.098,0,0.045,0.6,0.7,0.1,78.6,0,0.3,0,28.3,0.1,0.1,21.2,0.047,18.9,349.3,0.013,0.2,131.2,
72,cherimoya,176,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0,0.061,186.6,0,0,0.2,0.034,0,0.3,1.5,0.8,0.6,29.6,0,0.6,0,23.5,0.2,0.6,40,0.2,61.1,674.5,0,54.8,
73,melon balls,57,0.4,0.1,0.032,0.2,13.7,0,1.5,1.2,0,0.022,156.1,0,0.3,0.081,0,0.084,1.1,0.3,0.2,10.7,0,0,0,17.3,0.1,0.5,24.2,0.08,20.8,484.4,0,0.3,45.3,
74,golden delicious apple,62,0.2,0,0,0,14.8,10.9,0.3,2.6,0,0.034,93.5,0,0,0.094,0.061,0,0.017,0.1,0.063,0.038,0,0,0.2,0.043,6.5,0.035,0.1,5.5,0.05,10.9,109,0,18.014,
75,pokeberry shoots raw,37,0.6,0,0,0,5.9,0,4.2,2.7,0,0.05,146.6,0,0,0.1,0.001,0,0.5,1.9,0.04,0.2,217.6,0,0,0,84.8,0.3,2.7,28.8,0.7,70.4,387.2,0.006,13.9,
76,cranberries,21,0.014,0.089,0.011,0.096,5.4,1.9,0.2,1.6,0,0.03,39.2,0,0,0.081,0.035,0,0.023,0.093,0.1,0.098,6.3,0,0.5,0.063,3.6,0.033,0.1,2.7,0.2,5,36,0.049,7.473,
77,quince,52,0.012,0.049,0.033,0.089,14.1,0,0.4,1.7,0,0.081,77.1,0,0,0.047,0.07,0,0.002,0.2,0.037,0.08,13.8,0,0,0,10.1,0.1,0.6,7.4,0,15.6,181.2,0.072,16.436,
78,chayote raw,25,0.2,0.027,0.053,0.021,6,2.2,1.1,2.2,0,0.094,124.4,0,0,0.065,0.1,0,0.041,0.6,0.3,0.1,10.2,0,0.2,0.046,22.4,0.2,0.4,15.8,0.2,23.8,165,0.047,9.855,
79,orange with peel,100,0.5,0.036,0.003,0.048,24.6,0,2.1,7.2,0,0.028,130.9,0,0.2,0.019,0,0.042,0.8,0.5,0.1,112.9,0,0,0,111.3,0.016,1.3,22.3,0,35,311.6,0.039,0.2,259.9,
80,chokecherries,249,2.6,0,0,0,51.8,14.4,4.7,30.8,0,0.078,93.5,0,0.005,0.027,0,0.3,1,0.6,0.3,8.5,0,0.5,0.089,92.4,0.3,1.1,41.6,0.6,103.2,583.7,0,0.5,191.9,
81,mango,202,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0,0.027,280.4,0,0,0.034,0.1,0,0.1,2.2,0.7,0.4,122.3,0,3,0.019,37,0.4,0.5,33.6,0.2,47,564.5,0.08,60.641,
82,wild plum,147,0.3,0,0,0,35.3,17.1,0.7,9.7,0,0.047,123.5,0,0.047,0.098,0,0.014,0.6,0.5,0.1,16.6,0,0.9,0.077,17.7,0.027,0.3,12.9,0.1,48.3,586,0,0.1,80.6,
83,jeijoa,148,1,0.3,0.1,0.3,37,19.9,1.7,15.6,0,0.041,202.4,0,0.001,0.071,0,0.015,0.7,0.6,0.2,79.9,0,0.4,0.041,41.3,0.006,0.3,21.9,0.2,46.2,418,0,0.1,176.8,
84,groundcherries,74,1,0,0,0,15.7,0,2.7,0,0,0,119.6,0,0.2,0,0,0.043,3.9,0,0,15.4,0,0,0,12.6,0,1.4,0,0,56,0,0,0,48.8,
85,pesca,30,0.1,6.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,
86,persimmon,32,0.1,0,0,0,8.4,0,0.2,0,0,0.024,16.1,0,0,0,0,0,0,0,0,16.5,0,0,0,6.8,0,0.6,0,0,6.5,77.5,0,0,32.6,
87,grapes,3,0.044,0.041,0.012,0.008,0.9,0.8,0.045,0.087,0,0.009,3.9,0,0.071,0.091,0,0.009,0.045,0.006,0.033,0.2,0,0.089,0.042,0.5,0.055,0.012,0.3,0.037,1,9.4,0.059,0.011,1.83,
88,rambutan canned,175,0.4,0,0,0,44.7,0,1.4,1.9,0,0.051,167,0,0.088,0.019,0,0.077,2.9,0.094,0.039,10.5,0,0,0,47.1,0.1,0.7,15,0.7,19.3,89.9,0,0.2,106.7,
89,figs canned,14,0.039,0.066,0.066,0.045,3.8,3.2,0.1,0.6,0,0.049,23,0,0.008,0.036,0,0.093,0.1,0.044,0.094,0.3,0,0.092,0.041,7.6,0.003,0.069,2.7,0.095,2.7,27.8,0.093,0.014,12.491,
90,prunes canned,246,0.5,0.072,0.3,0.1,65.1,0,2,8.9,0,0.044,165.4,0,0.044,0,0,0.3,2,0.2,0.5,6.6,0,0,0,39.8,0.3,1,35.1,0.2,60.8,528.8,0,0.4,123.9,
91,pineapples canned,28,0.05,0.079,0.039,0.078,7.4,6.8,0.2,0.4,0,0.06,39.2,0,0.066,0.041,0,0.03,0.1,0.087,0.068,4.5,0,0.048,0.016,6.6,0.026,0.1,6.6,0.5,2.8,57.3,0.047,0.092,19.255,
92,prune plums canned,27,0.075,0.006,0.035,0.096,7,6.5,0.2,0.4,0,0.055,38.6,0,0.082,0.034,0,0.068,0.2,0.01,0.056,1.3,0,0.065,0.093,4.6,0.06,0.2,3.7,0.025,6.9,70.8,0,0.06,13.728,
93,tangerines canned,92,0.1,0.087,0.086,0.04,23.8,22.1,1.5,1.7,0,0.022,222.9,0,0.2,0.053,0,0.038,1.1,0.3,0.1,85.2,0,0.2,0,27.4,0.085,0.7,27.4,0.044,24.9,331.2,0.058,1.3,140.389,
94,fruit cocktail canned,109,0.053,0.03,0.04,0.042,28.1,25.7,1.1,2.4,0,0.059,207.2,0,0.023,0.003,0,0.056,1,0.1,0.1,6.4,0,0.9,0.021,19,0.1,0.5,16.6,0.3,33.2,225.2,0.075,0.2,57.508,
95,sour cherries canned,189,0.3,0.007,0.033,0.087,48.6,0,1.9,2,0,0.073,200.6,0,0.024,0.088,0,0.009,0.4,0.3,0.1,5,0,0,0,25.2,0.2,3.3,15.1,0.2,25.2,239.4,0,0.2,86.3,
96,mangosteen canned,143,1.1,0,0,0,35.1,0,0.8,3.5,0,0.024,158.6,0,0.1,0.074,0,0.1,0.6,0.057,0.089,5.7,0,0,0,23.5,0.1,0.6,25.5,0.2,15.7,94.1,0,0.4,70.3,
97,apricot juice,117,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0,0.024,211.4,0,0,0.048,0.043,0,0.025,0.8,0.2,0.1,12,0,1.5,0.053,29.3,0.1,0.7,24.4,0.1,48.8,402.6,0.028,35.804,
98,strawberries canned,234,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0,0.024,191.4,0,0.024,0.008,0,0.051,0.1,0.5,0.1,80.5,0,0.5,0.091,33,0.2,1.2,20.3,0.5,30.5,218.4,0.007,0.2,180.9,
99,peach canned,110,0.094,0.03,0.026,0.067,28.9,25.7,1.6,3.3,0,0.006,218.7,0,0.004,0.026,0,0.034,1.5,0.1,0.071,9,0,1.2,0.088,15,0.1,0.7,17.5,0.1,42.5,320,0.04,0.3,58.587,
100,fruit salad canned,125,0.008,0.08,0.005,0.006,32.5,0,1.3,2.5,0,0.069,214.5,0,0.016,0.02,0,0.027,0.9,0.1,0.059,8.2,0,0,0,27.4,0.1,0.6,19.9,0.4,34.9,288.8,0,0.3,72.531,
101,gooseberries canned,184,0.5,0.004,0.097,0.3,47.3,0,1.6,6,0,0.097,201.9,0,0.066,0.041,0,0.1,0.4,0.3,0.085,25.2,0,0,0,40.3,0.5,0.8,15.1,0.4,17.6,194,0.069,0.3,121.7,
102,grapefruit canned,88,0.2,0.09,0.011,0.066,22.3,21.4,1.4,1,0,0.091,219.2,0,0.061,0.094,0,0.092,0.6,0.3,0.08,53.2,0,0.2,0,36.6,0.2,1,24.4,0.056,24.4,322.1,0.049,0.2,115.7,
103,pear canned,38,0.001,0.099,0.049,0.034,9.8,7.4,0.3,1.2,0,0.088,65.7,0,0.096,0.08,0,0.048,0.2,0.085,0.042,1.2,0,0.078,0.034,6.8,0.012,0.2,5.3,0.064,9.1,73,0,0.077,19.566,
104,raspberries canned,233,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0,0.013,192.8,0,0.094,0.074,0,0.07,1.1,0.6,0.1,22.3,0,1.5,0.074,28.2,0.1,1.1,30.7,0.6,23,240.6,0.092,0.4,122.2,
105,papaya canned,80,0.2,0.1,0.006,0.026,21.8,20.4,0.001,0.6,0,0.075,16.9,0,0.038,0,0,0.084,0.014,0.003,0.006,1.4,0,0,0.038,8.2,0.008,0.1,2.3,0.082,2.3,26.1,0.031,0.002,32.371,
106,grapes canned,98,0.3,0.034,0.072,0.006,25.2,23.8,1.2,1.5,0,0.022,217.7,0,0.089,0.065,0,0.006,0.3,0.1,0.2,2.5,0,0.3,0.069,24.5,0.1,2.4,14.7,0.077,44.1,262.2,0.028,0.1,57.6,
107,apple dried,145,0.2,0.088,0.022,0.041,39.1,34,0.6,5.1,0,0.024,214.5,0,0.093,0,0,0.013,0.3,0.1,0.1,2.6,0,0.3,0.036,7.7,0.1,0.8,10.2,0.051,23,267.8,0.076,0.1,56.1,
108,peach dried,199,0.6,0.055,0.2,0.3,50.8,43.8,3,7,0,0.059,201.5,0,0.029,0,0,0.006,3.9,0.5,0.039,9.5,0,0.2,0.06,23.2,0.3,3.4,33.5,0.3,98,825.6,0.068,0.5,97.5,
109,plantain chips,150,8.4,2.4,1.6,3.3,18.1,0.3,0.6,1,0,0.039,0.6,0,0.087,0.045,0,0.024,0.2,0.3,0.1,9.1,0,1.4,0.098,2.5,0.049,0.3,20.1,0.094,22.1,222.4,0.028,0.1,40,
